Company/Brand,Sector,Amount($),HeadQuarter,Year,Investor
ClearTax,Accounting,58469873.0,New Delhi,2018,Unknown
Shuttl,Apps,1000000.0,Gurugram,2018,Unknown
GuruQ,Reading Apps,365437.0,New Delhi,2018,Unknown
Azure Power,Energy,185000000.0,New Delhi,2018,Unknown
Cube,Banking,2046446.0,Mumbai,2018,Unknown
RAHI Care,Health Care,3000000.0,Chandigarh,2018,Unknown
Mynvax,BioTech,3000000.0,Bengaluru,2018,Unknown
Loans4SME,Financial Services,3000000.0,Mumbai,2018,Unknown
UpCyclersLab,Apps,3000000.0,Mumbai,2018,Unknown
Cellerite Systems,Electric Vehicle,3000000.0,Hyderabad,2018,Unknown
Taru Naturals,Agriculture,3000000.0,Mumbai,2018,Unknown
LetsMD,Fitness,1000000.0,New Delhi,2018,Unknown
Twenty Two Motors,Automotive,65000000.0,Haryana,2018,Unknown
Truebil,Automotive,2000000.0,Mumbai,2018,Unknown
FarmersFZ,Agriculture,3000000.0,Kochi,2018,Unknown
Worxogo,Information Technology,2411882.0,Bengaluru,2018,Unknown
Vivish Technologies (myGate),Apps,9501354.0,Bengaluru,2018,Unknown
Singularity Dynamics,AI,3000000.0,Bengaluru,2018,Unknown
Virtual MetalStreet(MetalStreet),B2B,700000.0,Bengaluru,2018,Unknown
Veritas Finance,Financial Services,30000000.0,Guindy,2018,Unknown
Manjushree Technopack,Packaging Services,3000000.0,Bengaluru,2018,Unknown
GoZefo,Computer,3069668.0,Bengaluru,2018,Unknown
Zomato,Food Delivery,210000000.0,Gurugram,2018,Unknown
Innov8 Coworking,Collaboration,4000000.0,New Delhi,2018,Unknown
RevFin,Accounting,3000000.0,Delhi,2018,Unknown
Lavelle Networks,Cloud Computing,292349.0,Bengaluru,2018,Unknown
Blackbuck,Information Services,29667613.0,Bengaluru,2018,Unknown
Cardekho,Automotive,75000000.0,Gurugram,2018,Unknown
ElasticRun,Delivery,8770481.0,Pune,2018,Unknown
Droom Technology Private Limited,Automotive,30000000.0,Gurugram,2018,Unknown
Vogo Rentals,Last Mile Transportation,1169397.0,Kormangala,2018,Unknown
InnerChef,Cooking,1760000.0,Gurugram,2018,Unknown
LivQuik,FinTech,2700000.0,Mumbai,2018,Unknown
Disprz,E-Learning,400000.0,Chennai,2018,Unknown
9stacks,Online Games,4092891.0,Delhi,2018,Unknown
Origo,Unknown,11693975.0,Gurugram,2018,Unknown
YourOwnROOM,Online Portals,750000.0,Bengaluru,2018,Unknown
Vahdam Teas,E-Commerce,2500000.0,New Delhi,2018,Unknown
Spoofin,Music,3000000.0,New Delhi,2018,Unknown
Strom Motors,Automotive,3000000.0,Mumbai,2018,Unknown
PharmEasy,Health Care,80000000.0,Mumbai,2018,Unknown
Licious,Delivery Service,25000000.0,Bengaluru,2018,Unknown
Stanza Living,Hospitality,10670752.0,New Delhi,2018,Unknown
docturnal,BioTech,3000000.0,Hyderabad,2018,Unknown
Bounce (Metro Bikes),Autonomous Vehicles,3000000.0,Bengaluru,2018,Unknown
Technology 9 Labs (T9L),Information Technology,3000000.0,New Delhi,2018,Unknown
Goals101,Financial Services,3500000.0,Delhi,2018,Unknown
Satya MicroCapital,Finance,5846987.0,New Delhi,2018,Unknown
Ummeed Housing Finance Private Limited,Finance,8770481.0,Haryana,2018,Unknown
StockEdge,Analytics,1100000.0,Kolkata,2018,Unknown
Sequretek,Unknown,3700000.0,Mumbai,2018,Unknown
Avenues Payments India Pvt,Unknown,1300000.0,Mumbai,2018,Unknown
Qbera,Finance,2046446.0,Bengaluru,2018,Unknown
Urban Ladder,E-Commerce,5600000.0,Bengaluru,2018,Unknown
Planet11 eCommerce Solutions India (Avenue11),Unknown,3800542.0,Bengaluru,2018,Unknown
DailyNinja,Apps,3000000.0,Bengaluru,2018,Unknown
Iba Halal Care,Unknown,2192620.0,Ahmedabad,2018,Unknown
Knocksense,News,3000000.0,Lucknow,2018,Unknown
Togedr,Unknown,3000000.0,Gurugram,2018,Unknown
Parkwheels,Industrial,175410.0,Haryana,2018,Unknown
ShareChat,Internet,99230000.0,Bengaluru,2018,Unknown
Cyclops Medtech,Health Care,1000000.0,Bengaluru,2018,Unknown
Livspace,E-Commerce,70000000.0,Bengaluru,2018,Unknown
NewsBytes,Apps,1000000.0,Gurugram,2018,Unknown
Leena AI,AI,2000000.0,Gurugram,2018,Unknown
Max Healthcare,Health Care,3000000.0,New Delhi,2018,Unknown
GoBolt,Logistics,5846987.0,New Delhi,2018,Unknown
GoGaga,Dating,40000.0,Bangalore City,2018,Unknown
Mate Labs,AI,550000.0,Bengaluru,2018,Unknown
Furlenco,Consumer,3000000.0,Bengaluru,2018,Unknown
Ola,Apps,50000000.0,Kormangala,2018,Unknown
DocPrime,Health Care,50000000.0,Haryana,2018,Unknown
CLP India Pvt,Energy,365000000.0,Mumbai,2018,Unknown
Xplorabox,E-Commerce,3000000.0,Noida,2018,Unknown
Myra,Apps,127903.0,Bengaluru,2018,Unknown
Vokal,Internet,1500000.0,Bengaluru,2018,Unknown
Kissht,Credit,30000000.0,Mumbai,2018,Unknown
Upwards Fintech,Banking,5000000.0,Mumbai,2018,Unknown
Bon(Bonfleet Solutions),Financial Services,1140163.0,Pune,2018,Unknown
Mamaearth,E-Commerce,4000000.0,Gurugram,2018,Unknown
BabyChakra,Child Care,3000000.0,Mumbai,2018,Unknown
Belstar Investment and Finance Private Limited,Financial Services,28000000.0,Chennai,2018,Unknown
Naaptol,E-Commerce,15000000.0,Mumbai,2018,Unknown
Moonshine Meadery,Food & Beverages,3000000.0,Pune,2018,Unknown
Verzeo,E-Learning,5000000.0,Bengaluru,2018,Unknown
Haazri,Food & Beverages,182718.0,Mumbai,2018,Unknown
Connect India,Delivery Service,3000000.0,New Delhi,2018,Unknown
Flyrobe,Fashion,3859012.0,Mumbai,2018,Unknown
Scholify,EdTech,3000000.0,Bengaluru,2018,Unknown
Dream11,Fantasy Sports,100000000.0,Mumbai,2018,Unknown
srJna,Education,3000000.0,Jaipur,2018,Unknown
Nykaa,Beauty,16517739.0,Mumbai,2018,Unknown
Chaayos,Food & Beverages,11840149.0,New Delhi,2018,Unknown
Heelium,Fitness,3000000.0,Pune,2018,Unknown
LT Foods,Food & Beverages,20464455.0,New Delhi,2018,Unknown
Multibashi,E-Learning,146175.0,Bengaluru,2018,Unknown
Cleardekho,Eyewear,3000000.0,Ghaziabad,2018,Unknown
Dailyhunt,Information Technology,6000000.0,Bengaluru,2018,Unknown
SlicePay,FinTech,14900000.0,Bengaluru,2018,Unknown
Udaan,B2B,225000000.0,Bengaluru,2018,Unknown
Happyeasygo Group,Tourism,3000000.0,Haryana,2018,Unknown
Mombay,Food & Beverages,7500.0,Mumbai,2018,Unknown
Droni Tech,Information Technology,511611.0,Mumbai,2018,Unknown
Netmeds,BioTech,35000000.0,Chennai,2018,Unknown
Bombay Shaving,E-commerce,6300000.0,Unknown,2019,Sixth Sense Ventures
Ruangguru,EdTech,150000000.0,Mumbai,2019,General Atlantic
Eduisfun,EdTech,28000000.0,Mumbai,2019,"Deepak Parekh, Amitabh Bachchan, Piyush Pandey"
HomeLane,Interior design,30000000.0,Chennai,2019,"Evolvence India Fund (EIF), Pidilite Group, FJ Labs"
Nu Genes,AgriTech,6000000.0,Telangana,2019,Innovation in Food and Agriculture (IFA)
FlytBase,Technology,3000000.0,Pune,2019,Undisclosed
Finly,SaaS,3000000.0,Bengaluru,2019,"Social Capital, AngelList India, Gemba Capital, Omphalos Ventures,  91springboard via Atal Innovation Mission, Niti Aayog."
Kratikal,Technology,1000000.0,Noida,2019,"Gilda VC, Art Venture, Rajeev Chitrabhanu."
Quantiphi,AI & Tech,20000000.0,Unknown,2019,Multiples Alternate Asset Management
Lenskart,E-commerce,275000000.0,Delhi,2019,SoftBank
Cub McPaws,E-commerce & AR,3000000.0,Mumbai,2019,Venture Catalysts
Appnomic,SaaS,22000000.0,Bengaluru,2019,Avataar Ventures
Kaleidofin,FinTech,5000000.0,Chennai,2019,Oikocredit
JobSquare,HR tech,140500.0,Ahmedabad,2019,Titan Capital
Open Secret,FoodTech,3000000.0,Unknown,2019,Matrix Partners
LivFin,FinTech,5000000.0,Delhi,2019,German development finance institution DEG
Byju's,EdTech,540000000.0,Unknown,2019,"South Africa’s Naspers Ventures, the CPP Investment Board"
Zest Money,FinTech,15000000.0,Bengaluru,2019,Goldman Sachs.
Witblox,EdTech,182700.0,Unknown,2019,Mumbai Angels Network
Azah Personal Care Pvt,HealthCare,3000000.0,Gurugram,2019,"Kunal Bahl, Rohit Bansal."
SalaryFits,FinTech,5000000.0,Unknown,2019,Brazilian VC Fund Confrapar
Pristyn Care,HealthCare,12000000.0,Unknown,2019,"Sequoia India, Hummingbird Ventures, Greenoaks Capital, AngelList."
Springboard,EdTech,11000000.0,Unknown,2019,Reach Capital
DROR Labs Pvt,Safety tech,3000000.0,Delhi,2019,Inflection Point Ventures
Medlife,Pharmaceutical,15500000.0,Bengaluru,2019,Wilson Global Opportunities Fund
Seekify,SaaS,1500000.0,Delhi,2019,Sequoia Capita
Toffee Insurance,Insurance technology,5500000.0,Haryana,2019,IVM Intersurer
Fireflies ,AI,5000000.0,Unknown,2019,Canaan Partners
HungerBox,FoodTech,12000000.0,Bengaluru,2019,"Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux."
Bijak,AgriTech,2500000.0,Unknown,2019,"Omnivore and Omidyar Network India, Sequoia Capital"
Licious,Food,30000000.0,Bengaluru,2019,Vertex Growth Fund
truMe,IoT,140000.0,Unknown,2019,Rajan Kaistha
Pumpkart,E-marketplace,3000000.0,Chandigarh,2019,Dinesh Dua
Asteria Aerospace,Robotics & AI,230000000.0,Bengaluru,2019,Reliance Industries
Rivigo,Logistics,20000000.0,Unknown,2019,"SAIF Partners India VI Ltd, Spring Canter Investment Ltd"
HappyEasyGo,Travel,49400000.0,Gurugram,2019,"Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners"
Zetwerk,Manufacturing,32000000.0,Bengaluru,2019,"Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital"
Observe,AI,26000000.0,Bengaluru,2019,Scale Venture Partners
Freshokartz,E-marketplace,150000.0,Jaipur,2019,ThinkLab
Lil’ Goodness and sCool meal,Food & Nutrition,400000.0,Bengaluru,2019,"Sajan Pillai, Muthu Krishnan,"
Trell,Social Media,2000000.0,Bengaluru,2019,"Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah"
VMate,Unknown,100000000.0,Unknown,2019,Alibaba
Bombay Shirt Company,E-commerce,8000000.0,Mumbai,2019,Lightbox Ventures
Slintel,SaaS,1500000.0,Unknown,2019,Stellaris Ventures
MyGameMate,E-Sports,100000.0,Bengaluru,2019,"Jindagi Live Angels,"
Afinoz,FinTech,3000000.0,Noida,2019,Fintech innovation lab
Rein Games,Technology,50000000.0,Noida,2019,"Manipal Education and Medical Group (MEMG) family office, Titan Capital"
Ecozen,AgriTech,6000000.0,Pune,2019,Innovation in Food & Agriculture Fund (IFA Fund)
Box8,FoodTech,120000000.0,Mumbai,2019,Trifecta Capital
Awign Enterprises,Unknown,4000000.0,Bengaluru,2019,"Work10M, Michael and Susan Dell Foundation, Eagle10, Unitus Ventures."
Purplle,Cosmetics,30000000.0,Mumbai,2019,Goldman Sachs
Freightwalla,B2B,4000000.0,Mumbai,2019,"Amplo, FJ Labs, Rogue One Capital"
TapChief,Unknown,1500000.0,Bengaluru,2019,Blume Ventures.
eJOHRI,Jewellery,1000000.0,Mumbai,2019,Rajesh Ranavat
Ninjacart,B2B Supply Chain,3000000.0,Unknown,2019,"Walmart, Flipkart"
Binca Games,Games,3000000.0,Mumbai,2019,Sunil Gavaskar
KredX,Unknown,26000000.0,Bengaluru,2019,Tiger Global Management
m,Unknown,5500000.0,Mumbai,2019,"AC Ventures, Henkel"
Origo,AgriTech,6800000.0,Gurugram,2019,"Oikocredit, Caspian SME Impact Fund IV,  Triodos Investment Management"
WishADish,Food & tech,6000000.0,Delhi,2019,Undisclosed
Ecom Express,Logistics,36000000.0,Gurugram,2019,CDC Group
Stanza Living,Accomodation,5700000.0,Delhi,2019,Alteria Capital
PiBeam,Automotive tech,50000000.0,Chennai,2019,GAIL (India) Ltd
Euler Motors,Automotive tech,2000000.0,Delhi,2019,"Blume Ventures, Emergent Ventures"
Moms Co,E-commerce,5000000.0,New Delhi,2019,"Saama Capital, DSG Consumer Partners"
Cubical Labs,IoT,3000000.0,Unknown,2019,Rockstud Capital
Lawyered,Legal tech,100000.0,Delhi,2019,"Pramendra Tomar, Ratish Pandey, Munish Bhatia, Sumit Aggarwal"
Cuemath,EdTech,5500000.0,Bengaluru,2019,"Manta Ray Ventures Limited, Google’s Capital G, Sequoia India."
Licious,Food,25000000.0,Bengaluru,2019,Vertex Ventures
Nivesh,Mutual Funds,600000.0,Noida,2019,Windrose Capital
Zebu,Cybersecurity,4000000.0,Unknown,2019,Undisclosed
Smart Institute,EdTech,1500000.0,Surat,2019,HNI investors
CarDekho,Automobile,70000000.0,Jaipur,2019,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital"
Shadowfax,Logistics,60000000.0,Bengaluru,2019,"Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC"
Credr,Automobile,6000000.0,Mumbai,2019,"Omidyar Network, Eight Roads Ventures, GrowthStory, AngelList"
Sportido,Sports,3000000.0,Noida,2019,"Inflection Point Ventures, SucSEED Venture Partners."
Phable,HealthTech,220000.0,Unknown,2019,"LetsVenture, 91 Springboard, IKP Knowledge, Angel investors, AbInbev-Serge DeVos, Wouter Peeters."
Sarva,Yoga & wellness,2800000.0,Chennai,2019,"Venture fund, Fireside Ventures."
IndyFint,Virtual Banking,2100000.0,Bengaluru,2019,Saravanan Adiseshan
Zolostays,Accomodation,7000000.0,Unknown,2019,Trifecta Capital
Ola,Transportation,311000000.0,Bengaluru,2019,"Kia Motors, Hyundai"
Zoomcar,Transport & Rentals,4800000.0,Bengaluru,2019,Zoomcar Inc
Kratikal,Technology,1000000.0,Uttar pradesh,2019,"Gilda VC, Art Venture, Rajeev Chitrabhanu"
Froogal,Marketing & Customer loyalty,1000000.0,Hyderabad,2019,US-based angel investors
Infra,Infratech,20000000.0,Mumbai,2019,"Tiger Global, Nexus Venture Partners, Accel Partners, Dhruv Agarwala"
Oyo,Hospitality,693000000.0,Gurugram,2019,"MyPreferred Transformation, Avendus Finance, SoftBank"
GoMechanic,Automobile & Technology,5000000.0,Delhi,2019,Sequoia Capital
Spinny,Automobile,50000000.0,Delhi,2019,"Norwest Venture Partners, General Catalyst, Fundamentum, Accel Partners"
Ess Kay Fincorp,Banking,33000000.0,Rajasthan,2019,"TPG, Norwest Venture Partners, Evolvence India"
Aqgromalin,AgriTech,200000.0,Chennai,2020,Angel investors
Krayonnz,EdTech,100000.0,Bengaluru,2020,GSF Accelerator
PadCare Labs,Hygiene management,3000000.0,Pune,2020,Venture Center
NCOME,Escrow,400000.0,New Delhi,2020,"Venture Catalysts, PointOne Capital"
Gramophone,AgriTech,340000.0,Indore,2020,"Siana Capital Management, Info Edge"
qZense,AgriTech,600000.0,Bengaluru,2020,"Venture Catalysts, 9Unicorns Accelerator Fund"
MyClassboard,EdTech,600000.0,Hyderabad,2020,ICICI Bank.
Metvy,Networking platform,3000000.0,Gurugram,2020,HostelFund
Rupeek,FinTech,45000000.0,Bengaluru,2020,"KB Investment, Bertelsmann India Investments"
Gig India,Crowdsourcing,1000000.0,Pune,2020,"Shantanu Deshpande, Subramaniam Ramadorai"
Slurrp Farm,Food & Bevarages,2000000.0,Gurugram,2020,Fireside Ventures
Medfin,HealthTech,3000000.0,Bengaluru,2020,"Axilor Ventures, S.D. Shibulal"
MasterG,Fashion,3000000.0,New Delhi,2020,Acumen Fund's angel programme
Brila 91,Food & Bevarages,1200000.0,New Delhi,2020,"Sequoia Capital India, Sixth Sense Ventures"
FoodyBuddy,Food Industry,600000.0,Belgaum,2020,Rebel Foods
Zomato,Food Delivery,660000000.0,Gurugram,2020,"Kora, Tiger Global Management"
OurEye,Virtual auditing startup,120000.0,Bengaluru,2020,"100X VC, Amara Ventures"
Shiprocket,E-commerce,7500000.0,New Delhi,2020,"Bertelsmann India Investments, InnoVen Capital"
Pine Labs,FinTech,3000000.0,Noida,2020,"Mastercard, Temasek Holdings"
Moneyboxx Finance,FinTech,1000000.0,New Delhi,2020,"BlackSoil, Caspian"
EWar,Gaming,3000000.0,Bengaluru,2020,"Jindal Steels, Jeet Banerjee"
SucSEED Indovation,FinTech,5000000.0,Hyderabad,2020,Unknown
TaxBuddy,FinTech,1000000.0,Mumbai,2020,Zenith Global
Awign Enterprises,Work fulfillment,500000.0,Bengaluru,2020,"Unitus Ventures, Work10M"
Circle of Angels,FinTech,3000000.0,Gurugram,2020,Unknown
CoinDCX,FinTech,10000000.0,Mumbai,2020,"Coinbase Ventures, Polychain"
Glance,AI,145000000.0,Bengaluru,2020,Mithril Capital Management.
VerSe Innovation,Telecommunication,100000000.0,Bengaluru,2020,Google
Voosh,Food Industry,3000000.0,Bengaluru,2020,Better Capital
Delhivery,E-commerce,3000000.0,Gurugram,2020,"Steadview Capital, Canada Pension Plan Investment Board"
Arya,AgriTech,21000000.0,Noida,2020,Quona Capital
Pickrr,Logistics,4000000.0,New Delhi,2020,Swastika
PhonePe,FinTech,20000000.0,Andheri,2020,"Flipkart, Walmart"
Countingwell,EdTech,1000000.0,Bengaluru,2020,"Delhi Private School, UAE, Interstar"
Callify,Tech,560000.0,Mumbai,2020,Malpani Ventures
Hudle,Sports,3000000.0,New Delhi,2020,Survam Partners
Cover it Up,E-commerce,400000.0,Chennai,2020,Angel investors
BiteSpeed,E-commerce,275000.0,Gurugram,2020,Whiteboard Capital
WakeFit,Retail,20000000.0,Bengaluru,2020,Sequoia Capital.
Sreyas Holistic Remedies,MedTech,1000000.0,Hyderabad,2020,Blacksoil
Fleeca India,Tyre management,3000000.0,Jaipur,2020,Bridgestone India
M1xchange,FinTech,4500000.0,Gurugram,2020,"BEENEXT, Mayfield Fund"
Exotel,Cloud company,5000000.0,Bengaluru,2020,"A91 Partners, Artha India Ventures"
PagarBook,Software company,15000000.0,Bengaluru,2020,"Sequoia Capital, India Quotient"
PointOne Capital,Unknown,3000000.0,Bengaluru,2020,Venture capitalist
Ayana,Renewable player,390000000.0,Bengaluru,2020,"NIIF Ltd, CDC Group"
Fisdom,FinTech,7000000.0,Bengaluru,2020,"PayU Finance India, Quona Capital"
Tinker Coders,EdTech,3000000.0,Noida,2020,STEMROBO Technologies
Infinite Uptime,IoT startup,5100000.0,Pune,2020,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund"
HappyLocate,SaaS,500000.0,Bengaluru,2020,The CoWrks Foundry
PhonePe,FinTech,700000000.0,New Delhi,2020,Flipkart
Loop Health,HealthTech,2300000.0,Pune,2020,"Y Combinator, Sierra Ventures"
NeoDocs,HealthTech,3000000.0,Mumbai,2020,9Unicorns Accelerator Fund
The ePlane,Aero company,3000000.0,Chennai,2020,Speciale Invest
TagMango,Marketing company,700000.0,Mumbai,2020,"XRM Media, Kevin Lin"
The New Shop,Retail,500000.0,New Delhi,2020,Huddle Accelerator
MobiKwik,FinTech,7000000.0,Gurugram,2020,"Hindustan Media Venture, Nicolas Jarrosson"
DebugsBunny,EdTech,100000.0,Pune,2020,India Angel Fund
BHIVE Investech,Co-working Startup,1000000.0,Bengaluru,2020,Blume Ventures
Rivigo,Logistics,19000000.0,Gurugram,2020,"Elevation Capital, Trifecta Capital Advisors"
ZipLoan,Finance company,3000000.0,New Delhi,2020,"Stride Ventures, Matrix Partners India"
Swipez,FinTech,3000000.0,Pune,2020,"9Unicorns, Anicut"
Humus,AgriTech,3000000.0,Bengaluru,2020,"Venture Catalysts, 9Unicorns, We Founders Circle."
Artivatic,Tech,3000000.0,Bengaluru,2020,"SenseAI Ventures, Saurabh Chugh"
Prescinto,Solar Monitoring Company,3000000.0,Ahmedabad,2020,"Startup incubator, Accelerator Venture Catalysts"
Toppeq,SaaS,3000000.0,Mumbai,2020,Unknown
Bolo Indya,Video sharing platform,400000.0,Gurugram,2020,"India Accelerator, Sunil Kamath"
Bombay Play,Gaming,1000000.0,Bengaluru,2020,"Ramakant Sharma, Leo Capital India"
FreshToHome,E-commerce,3000000.0,Bengaluru,2020,Investment Corporation of Dubai (ICD)
KIKO TV,Video streaming platform,3000000.0,Mumbai,2020,"9Point8 Capital, Sunil Kumar Singhvi"
Atomberg Technologies,Consumer appliances,9000000.0,Mumbai,2020,"Sandeep Tandon, Survam Partners"
DealShare,E-commerce,21000000.0,Jaipur,2020,"Falcon Edge Capital, Omidyar Network"
Smallcase,FinTech,3000000.0,Bengaluru,2020,"WEH Ventures, BEENEXT"
CueMath,EdTech,40000000.0,Bengaluru,2020,"Sequoia Capital India, CapitalG"
Gamerji,Gaming,3000000.0,Ahmedabad,2020,La Gajjar Group.
5C Network,HealthTech,1200000.0,Bengaluru,2020,"Axilor Ventures, Unitus Ventures"
Ethereum Push Notification Service,Blockchain startup,750000.0,Mumbai,2020,Prolific angel investors
Mihup,Conversational AI platform,1500000.0,Kolkata,2020,"Ideaspring Capital, Accel"
RuralBasket,E-commerce,500000.0,Tirunelveli,2020,Nativelead Foundation
WayCool Foods,AgriTech,7800000.0,Chennai,2020,"FMO, IndusInd Bank"
Infra,Real Estate,20000000.0,Thane,2020,"Trifecta Capital Advisors, Nexus Venture Partners"
Info Edge Venture,Venture capitalist,50000000.0,Noida,2020,Lightbox
Clovia,E-commerce,4000000.0,Noida,2020,"Golden Birch Investments, She Capital"
Codingal,EdTech,560000.0,Bengaluru,2020,"Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator."
CRED,Finance company,80000000.0,Bengaluru,2020,"General Catalyst, Ribbit Capital"
Vistaar Finance,Finance company,30000000.0,Bengaluru,2020,FMO
Let's Dive,Saas,1700000.0,Bengaluru,2020,Surge
Habitat,EdTech,600000.0,Unknown,2020,"Unitus Ventures, Whiteboard Capital"
SAWO Labs,Saas,600000.0,Mumbai,2020,"StartupXseed Ventures, 100X.VC"
Signzy,AI platform,3000000.0,Bengaluru,2020,"Stellaris Venture Partners, Mastercard"
KopyKitab,EdTech,3000000.0,Bengaluru,2020,"Paula Mariwala, Siddharth Anand"
Kyt,EdTech,2500000.0,Singapore,2020,Sequoia Capital India’s Surge
Raskik,Fusion beverages,1000000.0,Unknown,2020,"Venture Catalysts, 9Unicorns"
GetWork,HR Tech,40000.0,Gurugram,2020,India Accelerator
Mobile Premier League (MPL),Gaming,500000.0,Bengaluru,2020,"Pegasus Tech Ventures, Base Partners"
Pravasirojgar,Job portal,33000000.0,Unknown,2020,GoodWorker.
Omatra Hotels,Hospitality,3000000.0,Kolkata,2020,Capify
Awign,Job portal,3000000.0,Bengaluru,2020,"Unitus Ventures, Work10M"
NewsReach,Digital Media,1500000.0,Gujarat,2020,"Mumbai Angels, JITO Angel Network."
Cashfree,FinTech,35000000.0,Bengaluru,2020,"George Osborne, Smilegate Investment"
Credgenics,FinTech,3000000.0,New Delhi,2020,"Accel India, Breadlake Ventures"
GeoIQ,AI,300000.0,Bengaluru,2020,"Ankur Mittal, Mitesh Shah"
Country Delight,Dairy startup,25000000.0,Haryana,2020,"IIFL Asset Management, Matrix Partners"
Quintype,Content management,3500000.0,Bengaluru,2020,IIFL AMC
CARS24,Retail,200000000.0,Haryana,2020,"Global Car Group, Freemark holdings"
Astrogate Labs,SpaceTech,3000000.0,Bengaluru,2020,"Venture Catalysts, Speciale Invest"
Power Gummies,HealthTech,3000000.0,New Delhi,2020,Venture Catalysts
Cityflo,Transportation,7000000.0,Mumbai,2020,"Anupam Mittal, India Quotient"
AlgoBulls,Trading platform,200000.0,Mumbai,2020,Venture Catalysts
Credgenics,FinTech,3000000.0,Gurugram,2020,"Accel India, Breadlake Ventures"
Inntot,Tech,3000000.0,Kerala,2020,Unicorn India Ventures
Ensuredit,FinTech,300000.0,Gurugram,2020,Venture Catalysts
Shipsy,AI Company,6000000.0,Gurugram,2020,"DTDC, Udaan Angel Partners"
ERPNext,Tech,1000000.0,Mumbai,2020,Rainmatter
LightSpeedAI,Photonics startup,3000000.0,Bengaluru,2020,"YourNest, growX ventures"
Grip Invest,FinTech,3000000.0,Gurugram,2020,Gemba Capital
